assuntos;tipos
requer na forma regimental deste poder legislativo , seja encaminhada expediente ao excelentíssimo prefeito da cidade de natal sr. álvaro dias e ao secretário da semov tomaz pereira de araújo neto , solicitando drenagem e pavimentação da rua comandante balduino , jardim progresso , natal/rn , atendendo aos moradores que precisam se deslocar naquela região com mais comodidade e segurança;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação da rua dom antônio de almeida lustosa , bairro planalto , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação da rua clodoaldo caldas , bairro planalto , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação da rua navegador délio otton , bairro planalto , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpadas do mercado de petrópolis , localizado na avhermes da fonseca , 804 , bairro petrópolis , em natal , capital do estado do rio grande do norte;REQUERIMENTO
requer que seja enviado ofício a secretaria de meio ambiente e urbanismo de natal , solicitando cep™s na comunidade caminho do mar , bairro pajuçara , natal/rn;REQUERIMENTO
requer que seja enviado ofício a secretaria municipal de segurança pública e defesa social semdes , solicitando guarda municipal 24h na upa esperança;REQUERIMENTO
requer , nos termos regimentais , sessão solene para entrega da comenda emmanuel bezerra dos santos;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando providências para a instalação de postes na rua dos lavradores , no conjunto parque dos coqueiros , no bairro de nossa senhora da apresentação;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco no cruzamento da avenida prudente de morais com a rua joaquim fagundes , no barro vermelho;REQUERIMENTO
requer que seja enviado ofício à semov solicitando a recuperação de bocas de lobo localizadas na avenida rodrigues alves , em trecho localizado em frente à cidade da criança;REQUERIMENTO
requer que seja enviado ofício a semsur , solicitando em caráter de urgência a revitalização da praça francisco valentim , situada na rua pereira simões , bairro das rocas , natal/rn;REQUERIMENTO
requer que seja enviado ofício a semsur , solicitando em caráter de urgência a revitalização da praça da cerzideira , situada na rua feliciano dias , bairro praia do meio , natal/rn;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a implantação de um abrigo de passageiros em frente à praça francisco valentim , situada na rua pereira simões , bairro das rocas , natal/rn;REQUERIMENTO
requer que seja enviado voto de congratulações ao comandante da 7ª brigada de infantaria motorizada , pela passagem de comando do general de brigada carlos augusto fecury sydrião ferreira para o general de brigada ulisses de mesquita gomes;REQUERIMENTO
requer que seja enviado voto de congratulações ao pegilvan galdino tavares pelas celebrações alusivas a são joão boscoestado do rio grande do norte câmara municipal do natal palácio padre miguelinho requerimento nº02434/2019 verfranklin capistrano psb assunto requer que seja enviado ofício à cosern , para realização de manutenção de poste , localizado na rua do xisto , no bairro de potilândia;REQUERIMENTO
requer que seja enviado ofício ao gabinete civil do prefeito álvaro dias , solicitando informações sobre o valor gasto pelo município do natal anualmente com publicidade e propaganda , como também qual o percentual de comprometimento da receita líquida com gastos em publicidade e propaganda;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando que seja feito operação tapa buraco na rua vicente egberto cavalcante , bairro capim macio , natal/rn;REQUERIMENTO
requer que seja realizada sessão solene , em homenagem ao dia do administrador , no dia 09 de outubro de 2019 , no plenário érico hackradt;REQUERIMENTO
solicita , nos termos regimentais , providências para realização de estudo técnico para implantação de uma rotatória no cruzamento das avenidas 1 e 7 rua presidente quaresma e rua dos caicós;REQUERIMENTO
requer que seja enviado ofício a semsur , solicitando a podação das árvores e limpeza do largo interventor ubaldo bezerra em frente ao hospital brasileiro da visão , bairro de candelária;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a realização de um estudo de viabilidade na implantação de semáforos com registros sequenciados na avprudente de morais até o trecho do supermercado hiperesta mudança poderia desafogar o trânsito principalmente nos horários de pico;REQUERIMENTO
requer ofício à semov , solicitando operação tapa buraco por toda a extensão da rua manoel de castro ;REQUERIMENTO
requer ofício à urbana , solicitando limpeza e capinação geral da lagoa de captação do planalto ;REQUERIMENTO
requer ofício à urbana , solicitando limpeza e capinação geral da lagoa de captação na avenida ceará ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando conserto do calçamento da travessa vila real com rua paraguassu próximo ao bar da fava , felipe camarão;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na travessa dr. osório tenório quintas , cep 59052035;REQUERIMENTO
requer que seja enviado voto de pesar , pelo falecimento do sr. clovis veloso freire;REQUERIMENTO
requer que seja enviado o ofício à semsur , solicitando a manutenção e limpeza geral da ati academia da iii idade , localizada entre a rua aristófanes fernandes , travessa rio norte , travessa do ouvidor e rua vereador josé pinto freire , no bairro bom pastor , zona oeste de natal , ao lado da quadra de esporte;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco asfalto na rua nossa senhora do rosário , sob o cep 59072220 , bairro felipe camarão , em frente a planet.net copiadora;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa 8buraco recuperação de via asfaltada na rua visconde de sabóia , conjunto pajuçara ii , bairro pajuçara , sob o cep 59131210 , zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a limpeza no entorno do campo de futebol do conjunto pajuçara i , localizado à rua dr. vicente de carvalho , em pajuçara;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a pintura de faixas e ciclovias ao longo da avayrton senna , em neópolisestado do rio grande do norte câmara municipal do natal palácio padre miguelinho requerimento nº02441/2019 verrobson carvalho pmb assunto requer que seja enviado ofício à semov , solicitando drenagem e pavimentação da rua conquista , em neópolis;REQUERIMENTO
requer que seja realizada sessão solene em homenagem aos 65 anos de fundação do lions clube de natal centro e do leonismo no rio grande do norte , no dia 05 de dezembro de 2019 , às 19h , no plenário da câmara municipal do natal;REQUERIMENTO
dispõe sobre a disponibilização na página eletrônica da prefeitura de ferramentas para apresentar defesa em face de autuações de trânsito de competência municipal e dá outras providências;PROJETO DE LEI
dispõe sobre a autorização da secretaria municipal de transportes da cidade de natal , para implantar placas de sinalização indicativas de rotas alternativas em casos de alagamentos nas vias públicas e avisos em locais estratégicos sobre as áreas afetadas e dá outras providências;PROJETO DE LEI
institui o `` selo amigo do idoso '' , a ser concedido a instituições e empresas que contribuam para a implementação de ações voltadas aos idosos , e dá outras providências;EMENDA ESTADO DO RIO GRANDE DO NORTE CÂMARA MUNICIPAL DO NATAL PALÁCIO PADRE MIGUELINHO PROJETO DE LEI
fixa o expediente da secretaria municipal de trabalho a assistência social semtas e dá outras providências;PROJETO DE LEI
dispõe sobre a obrigatoriedade de contratação de seguro de acidentes pessoais coletivos para os passageiros de ônibus pelas empresas concessionárias da cidade do natal e dá outras providências;PROJETO PROJETO DE LEI
requer que seja enviado ofício à urbana , solicitando retirada do lixo , limpeza e a colocação de placa proibido colocar lixo na travessa palmeira dos índios , no conjunto jiqui neópolis;PROJETO REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando que seja providenciada a reposição da luz do poste f2 051 , onde o mesmo encontrase apagado , situado na rua alto do monte belo , conjpirangi iii neópolis;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a reposição de iluminação nos postes 653 g3 e 79914 , que encontramse apagados , situados na rua sobrália conjpirangi iii neópolis;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício ao ilustríssimo secretário municipal , irapoa nobrega , titular da semsur , solicitando a substituição do poste i0 371 , localizado na rua sampaio , na vila oliveira n° 76 no bairro do bom pastor;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício ao secretário , tomaz pereira de araújo neto , titular da semov , solicitamos o calçamento paralelepípedo da travessa dom antônio de almeida lust , no bairro do planalto;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício a secretária , elequicina maria dos santos , titular da secretaria municipal de mobilidade urbana sttu , solicitamos a implantação de lombada ou redutor de velocidade na rua alcindo dias de oliveira no bairro de capim macio;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando revitalização da praça , localizada nas ruas salinópolis e folhas douradas bairro felipe camarão , ceps 59072370 e 59072340natal rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando revitalização da praça , localizado na avnascimento de castro com a avbom pastor , bairro dixsept rosado , ceps 59054180 e 59052080natal rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco , localizado na avdas fronteiras , bairro igapó , cep 59104345 natal rn;REQUERIMENTO
