,assunto,n requerimento,partido,vereador
1092,"  - requer que seja enviado ofício à semov, solicitando que seja feita a operação tapa buraco entre as avenidas euzébio rocha e interventor mário câmara, bairro cidade da esperança. ",00550/2019,psdb,ver.  paulinho freire 
1093,"semov, solicitando a operação tapa buraco na rua pedrinho bezerra, bairro felipe camarão, sob o cep 59072-250, por trás da garagem da linha são geraldo. ",00376/2019,requer,ver.  preto aquino  patriota   assunto:       
1094,"retirada de manilha na rua sebastião barreto, conjunto neópolis - bairro neópolis, zona sul da capital. ",00377/2019,urbana,ver. preto aquino- patriota  assunto:      
1095,"semov, solicitando a operação tapa buraco na rua presidente kenedy, em frente à casa de nº 20  bairro cidade nova  cep: 59072-670.     ",00378/2019,requer,ver. preto aquino- patriota  assunto:      
1096,"solicitando pavimentação e drenagem das travessas: opala; locomotiva; romulo maroland; arco íris e peixe boi  bairro: felipe camarão, zona oeste da capital. ",00540/2019,requer,ver.  raniere barbosa  avante   assunto:       
1097,"solicitando a conclusão da pavimentação das ruas: francisca campos; prof. antonio trigueiro; luzia dias e prof. coutinho  bairro: felipe camarão, zona oeste da capital. ",00541/2019,requer,ver.  raniere barbosa  avante   assunto:       
1098,"do natal, que seja enviado a comissão de saúde desta casa legislativa, solicitando que seja realizada uma vistoria e/ou uma verificação nos veículos utilizados no prae  programa de acessibilidade especial porta-a-porta. ",00542/2019,requer,ver.  raniere barbosa  avante   assunto:       
1099,"solicitando a poda de árvore, localizada à av. brigadeiro gomes ribeiro, 1020 - nova descoberta. ",00415/2019,requer,ver.  robson carvalho  pmb   assunto:       
1100,"solicitando ampliação da oferta de linas de ônibus para atender aos usuários/moradores do conjunto habitacional jardim américa, em felipe camarão. ",00416/2019,requer,ver.  robson carvalho  pmb   assunto:       
1101,"solicitando limpeza e manutenção de bueiros e bocas de lobo, na rua arco íris, em felipe camarão. ",00418/2019,requer,ver.  robson carvalho  pmb   assunto:       
1102,"solicitando tapa buraco e regularização de alguns trechos da rua presbítero arthur dumaresq, localizada entre a av. presidente bandeira e a rua presidente josé bento, no alecrim. ",00494/2019,requer,ver.  sueldo medeiros  phs   assunto:       
1103,"solicitando regularização, a partir do piçarramento ou aplicação de material do tipo ecobrit, da rua luiz antônio bezerra lopes, em candelária. ",00495/2019,requer,ver.  sueldo medeiros  phs   assunto:       
1104,"solicitando que o município do natal regulamente, via decreto, a lei federal no 12.846/13. ",00496/2019,requer,ver.  sueldo medeiros  phs   assunto:       
1105,"- requer que seja enviado ofício ao secretário, jonny araújo da costa, secretário da semsur, solicitando a melhoria da iluminação na quadra de esporte, localizado na avenida aristófanes fernandes no bairro do bom pastor. ",00465/2019,psdb,ver. aroldo alves 
1106,"- requer que seja enviado ofício ao secretário jonny araújo da costa, secretaria semsur, solicitando poda das arvores na avenida alexandrino de alencar, no trecho da avenida interventor mario câmara, com avenida coronel estevam no bairro do alecrim. ",00488/2019,psdb,ver. aroldo alves 
1107,"- requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício ao ilustríssimo secretário municipal da urbana, josivan cardoso moreno, solicitando limpeza ao redor da para de ônibus, na avenida bom pastor no trecho da rua coronel coelho com avenida capitão mour-goveia no bairro do bom pastor, conhecida como parada do padre thiago. ",00490/2019,psdb,ver. aroldo alves 
1108,"- requer que seja enviado ofício à semov, solicitando pavimentação da travessa construtora severino bezerra, localizada no bairro redinha, natal  rn. ",00329/2019,pros,ver.ª carla dickson 
1109,"                                                                                                                                                                                                                                                 assunto:     - requer que seja enviado ofício à semov, solicitando pavimentação da rua oficial de justiça marcos domingos leite, localizada no bairro redinha, natal-rn. ",00330/2019,pros,ver.ª carla dickson 
1110,"- requer que seja enviado ofício à semov, solicitando pavimentação da 2° travessa rio salgado, localizada no bairro redinha, cep: 59122-508 natal-rn. ",00331/2019,pros,ver.ª carla dickson 
1111,"que seja enviado ofício à semov, solicitando a pavimentação da rua santa catarina de sena, lot. nova república, pajuçara, natal/rn. ",00497/2019,dem,ver. dagô do forró 
1112,"- requer que seja enviado ofício à semov, solicitando a pavimentação da rua são sebastião, lot. nova república, pajuçara, natal/rn. ",00498/2019,dem,ver. dagô do forró 
1113,"- requer que seja enviado ofício à semov, solicitando a pavimentação da rua campos sales, lot. nova república, pajuçara, natal/rn. ",00499/2019,dem,ver. dagô do forró 
1114,"que seja enviado ofício à urbana, solicitando a limpeza e capinação da rua pedro lopes cardoso, bairro pajuçara, em natal, capital do estado do rio grande do norte. ",00585/2019,pmb,vera. dinarte torres 
1115,"que seja enviado ofício à sttu, solicitando a implantação de duas lombadas em frente aos números (324)-(335), localizada na rua presidente mascarenhas, bairro quintas, em natal, capital do estado do rio grande do norte. ",00586/2019,pmb,vera. dinarte torres 
1116,"que seja enviado ofício à urbana, solicitando a limpeza e capinação da travessa hiroshi ienaga, bairro pajuçara, em natal, capital do estado do rio grande do norte. ",00587/2019,pmb,vera. dinarte torres 
1117,"nos termos regimentais, sessão solene em homenagem ao mês de resistência das mulheres negras.      ",00543/2019,pt,vera. divaneide lula basílio 
1118,"que seja enviado ofício à secretaria municipal de obras e viação, solicitando a operação tapa-buracos, bem como recapeamento asfáltico da rua indomar, no bairro de felipe camarão.      ",00556/2019,pt,vera. divaneide lula basílio 
1119,"em caráter urgência, que seja apreciado e aprovado em plenário moção tendo em vista a resistência, por parte do município de natal, em cumprir determinação judicial exarada nos autos do processo no 0855066-39.2017.8.20.5001, com trâmite pela 5º vara da fazenda pública local.      ",00589/2019,pt,vera. divaneide lula basílio 
1120,"que seja enviado ofício à semov, solicitando a realização de serviço de recapeamento asfáltico da avenida felizardo moura, localizada no bairro nordeste.      ",00485/2019,psl,vera. eleika bezerra 
1121,"que seja enviado ofício à urbana, solicitando a retirada de lixo no canteiro central da avenida beira canal, localizada no bairro do tirol. ",00487/2019,psl,vera. eleika bezerra 
1122,"que seja enviado ofício à semov, solicitando serviço de pavimentação da rua souza pinto, localizada no bairro do tirol. ",00557/2019,psl,vera. eleika bezerra 
1123,que seja enviado voto de congratulações pelos 69 anos de fundação da tribuna do norte ,00489/2019,mdb,vera. felipe alves 
1124,"que seja enviado ofício a sttu, solicitando a pintura das lombadas existentesna rua solange nunes do nascimento, cidade nova, natal rn. ",00544/2019,mdb,ver. felipe alves 
1125,"que seja enviado ofício a sttu, solicitando a pintura das faixas de pedestres existentes na av solange nunes do nascimento e rua monte calmo em cidade nova, natal rn ",00545/2019,mdb,ver. felipe alves 
1126,"que seja enviado ofício à semsur, solicitando a troca de lâmpadas amarelas, por lâmpadas metálicas brancas, de todos os postes da rua josé belém, loteamento santa cecília, bairro pajuçara, zona norte - natal/rn. ",00568/2019,pt,ver. fernando lula lucena 
1127,"que seja enviado ofício à secretaria municipal de transportes e trânsito urbano  sttu, solicitando a fixação de uma faixa de pedestre na av. pres. café filho, entre o antigo hotel reis magos e o condomínio dom luiggi, praia do meio, zona leste de natal/rn. ",00569/2019,pt,ver. fernando lula lucena 
1128,"que seja enviado ofício à semov, norte de natal/rn. ",00572/2019,pt,ver. fernando lula lucena 
1129,"- requer que seja realizada audiência pública, sobre a campanha da fraternidade 2019  que tem como tema: rrente ano, às 09hs. ",00491/2019,psb,ver. franklin capistrano 
1130,"- requer que seja enviado voto de congratulações pela ascensão ao posto de major brigadeiro do ar, o excelentíssimo senhor brigadeiro do ar luiz guilherme silveira de medeiros.  ",00492/2019,psb,ver. franklin capistrano 
1131,"- requer que seja enviado ofício à semsur, solicitando a limpeza e capinação da praça eng. wilson miranda, no bairro de santos reis. ",00493/2019,psb,ver. franklin capistrano 
1132,"- solicita, nos termos regimentais, providências para manutenção do poste b1 232, situado na av. cidade praia, bairro: lagoa azul, natal / rn. ",00574/2019,pdt,vera. júlia arruda 
1133,"- solicita, nos termos regimentais, providências para sinalização / identificação horizontal de ponto de ônibus na avenida prudente de morais, em frente ao número 6133, bairro: candelária. ",00449/2019,pdt,vera. júlia arruda 
1134,solicitando que seja realizada a limpeza dos canteiros da av interventor mario câmara  bairro dix-sept rosado ,00459/2019,requer,ver. klaus araújo- sd assunto:      
1135,"solicitando a manutenção do calçamento das ruas, professor henrique de melo (iniciando no conjunto dos professores até ccab sul), etelvino cunha e das avenidas, odilon gomes de lira ( iniciando próximo a ufrn até o ccab sul) e josé seabra fagundes (village dos mares) no conjunto dos professores  bairro mirassol. ",00460/2019,requer,ver. klaus araújo- sd assunto:      
1136,"pronto atendimento  upa no bairro de nossa senhora da apresentação, conjunto parque dos coqueiros, beneficiando centenas de famílias que residem na zona norte de natal. ",00478/2019,requer,ver. klaus araújo- sd assunto:      
1137,"- requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria municipal de obras públicas e infraestruturas (semov), solicitando o serviço de limpeza das tampas protetoras dos bueiros (bocas de lobo) localizados na rua tijuana e na rua dos caboclinhos no bairro lagoa azul. ",00399/2019,pdt,ver. kleber fernandes 
1138,"- requer nos termos regimentais da câmara municipal de natal, ofício à secretaria municipal de serviços urbanos (semsur), solicitando a substituição da lâmpada do seguinte poste: c4796, localizado na rua joão virgílio de miranda, no bairro petrópolis. ",00403/2019,pdt,ver. kleber fernandes 
1139,"- requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria municipal de obras públicas e infraestruturas (semov), solicitando o serviço de recuperação e manutenção do calçamento da rua ângelo varela, bairro tirol. ",00404/2019,pdt,ver. kleber fernandes 
1140,adolfo gordo - cid esperança ,00534/2019,requer,ver. maurício marielle gurgel  psol assunto:      
1141,campina grande - cid esperança ,00535/2019,requer,ver. maurício marielle gurgel  psol assunto:     
1142,central x av da divisão - cidade nova ,00536/2019,requer,ver. maurício marielle gurgel  psol assunto:      
1143,"- requer que seja enviado ofício à semsur, solicitando poda de árvores na av. solange nunes do nascimento (em frente à igreja católica são josé), bairro cidade nova, cep 59072500. ",00531/2019,psd,ney lopes júnior 
1144,"- requer que seja enviado ofício à semsur, solicitando iluminação dos postes que ficam no entorno da lagoa de captação, localizada na avenida das seringueiras, nossa sra. da apresentação, loteamento vale dourado, cep 59114-500. ",00532/2019,psd,ney lopes júnior 
